test,date,result,units
TCO2,2022-04-14,14.0,mmol/L
Total Protein,2022-04-14,7.6,g/dL
WBC,2022-04-14,0.0049,10^3/uL
% Basophils,2022-10-06,0.9,%
% Eosinophils,2022-10-06,0.0,%
% Lymphocytes,2022-10-06,38.7,%
% Monocytes,2022-10-06,2.8,%
% Neutrophils,2022-10-06,57.6,%
Basophils (Absolute),2022-10-06,6e-05,10^3/uL
Eosinophils (Absolute),2022-10-06,0.0,10^3/uL
Hematocrit,2022-10-06,41.8,%
Hemoglobin,2022-10-06,14.4,g/dL
Lymphocytes (Absolute),2022-10-06,0.002593,10^3/uL
MCH,2022-10-06,25.0,pg
MCHC,2022-10-06,34.4,g/dL
MCV,2022-10-06,73.0,fL
Monocytes (Absolute),2022-10-06,0.000188,10^3/uL
Neutrophils (Absolute),2022-10-06,0.003859,10^3/uL
Platelets,2022-10-06,0.464,10^3/uL
RBC,2022-10-06,5.75,10^6/uL
WBC,2022-10-06,0.0067,10^3/uL
% Basophils,2024-01-26,1.0,%
% Eosinophils,2024-01-26,8.0,%
% Lymphocytes,2024-01-26,24.0,%
% Monocytes,2024-01-26,3.0,%
% Neutrophils,2024-01-26,50.0,%
ALP,2024-01-26,87.0,U/L
ALT,2024-01-26,17.0,U/L
AST,2024-01-26,21.0,U/L
Albumin,2024-01-26,4.1,g/dL
Amylase,2024-01-26,72.0,U/L
Anion Gap,2024-01-26,26.0,mmol/L
BUN,2024-01-26,33.0,mg/dL
Basophils (Absolute),2024-01-26,5.9e-05,10^3/uL
Bilirubin (Unconjugated),2024-01-26,0.0,mg/dL
Calcium,2024-01-26,9.2,mg/dL
Chloride,2024-01-26,109.0,mmol/L
Cholesterol,2024-01-26,179.0,mg/dL
Creatine Kinase,2024-01-26,121.0,U/L
Creatinine,2024-01-26,0.5,mg/dL
Eosinophils (Absolute),2024-01-26,0.000472,10^3/uL
GGT,2024-01-26,45.0,U/L
Globulin,2024-01-26,2.7,g/dL
Glucose,2024-01-26,198.0,mg/dL
Hematocrit,2024-01-26,43.4,%
Hemoglobin,2024-01-26,14.4,g/dL
Lipase,2024-01-26,15.0,U/L
Lymphocytes (Absolute),2024-01-26,0.001416,10^3/uL
MCH,2024-01-26,24.0,pg
MCHC,2024-01-26,33.2,g/dL
MCV,2024-01-26,72.0,fL
Monocytes (Absolute),2024-01-26,0.000177,10^3/uL
Neutrophils (Absolute),2024-01-26,0.00295,10^3/uL
Phosphorus,2024-01-26,2.4,mg/dL
Platelets,2024-01-26,0.494,10^3/uL
Potassium,2024-01-26,3.7,mmol/L
RBC,2024-01-26,6.0,10^6/uL
SDMA,2024-01-26,0.006,mg/dL
Sodium,2024-01-26,148.0,mmol/L
TCO2,2024-01-26,17.0,mmol/L
Total Protein,2024-01-26,6.8,g/dL
WBC,2024-01-26,0.0059,10^3/uL
