date,test,result,units
2006-07-14,RBC,4.65,10^6/uL
2006-07-14,MCV,74,fl
2006-07-14,MCH,23.9,pg
2006-07-14,MCHC,32.2,g/dl
2006-07-14,Platelet Count,442,10^3/uL
2006-07-14,Neutrophils (Absolute),8750,
2006-07-14,% Neutrophils,70,%
2006-07-14,Bands,0,
2006-07-14,Lymphocytes,2500,
2006-07-14,% Lymphocytes,20,%
2006-07-14,Monocytes,500,
2006-07-14,% Monocytes,4,%
2006-07-14,Eosinophils,625,
2006-07-14,% Eosinophils,5,%
2003-09-30,Hemoglobin,12.2,g/dL
2003-09-30,Hematocrit,36.1,%
2003-09-30,WBC,10.6,10^3/μL
2003-09-30,RBC,4.87,10^6/μL
2003-09-30,MCV,74,
2003-09-30,MCH,25.1,
2003-09-30,MCHC,33.8,
2003-09-30,Platelet Count,635,10^3/μL
2003-09-30,Neutrophils (Absolute),2862,
2003-09-30,% Neutrophils,27,%
2003-09-30,Bands,0,
2003-09-30,Lymphocytes,5936,
2003-09-30,% Lymphocytes,56,%
2003-09-30,Monocytes,636,
2003-09-30,% Monocytes,6,%
2003-09-30,Eosinophils,848,
2003-09-30,% Eosinophils,8,%
2003-09-30,Basophils,318,
2003-09-30,% Basophils,3,%
2003-09-30,Glucose,117,mg/dL
2003-09-30,Urea Nitrogen,19,mg/dL
2003-09-30,Creatinine,0.7,mg/dL
2003-09-30,Total Protein,6.9,g/dL
2003-09-30,Albumin,4.4,g/dL
2003-09-30,Total Bilirubin,0.1,mg/dL
2003-09-30,Alkaline Phosphatase,36,U/L
2003-09-30,ALT (SGPT),58,U/L
2003-09-30,AST (SGOT),36,U/L
2003-09-30,Cholesterol,154,mg/dL
2003-09-30,Calcium,8.8,mg/dL
2003-09-30,Phosphorus,5.5,mg/dL
2003-09-30,Sodium,145,mEq/L
2003-09-30,Potassium,3.1,mEq/L
2003-09-30,Chloride,105,mEq/L
2003-09-30,Globulin,2.5,g/dL
2003-09-30,CPK,460,U/L
2003-09-30,Fructosamine,195,MICROMOLES/L
1997-09-30,GLUCOSE,122,MG/DL
1997-09-30,FRUCTOSAMINE,220,MICROMOLES/L
