date,test,result,units
2025-01-17,% Basophils,0.0,%
2025-01-17,% Eosinophils,3.0,%
2025-01-17,% Lymphocytes,49.0,%
2025-01-17,% Monocytes,2.0,%
2025-01-17,% Neutrophils,46.0,%
2025-01-17,A:G Ratio,1.5,nan
2025-01-17,ALP,97.0,U/L
2025-01-17,ALT,46.0,U/L
2025-01-17,AST,28.0,U/L
2025-01-17,Albumin,4.7,g/dL
2025-01-17,Amylase,158.0,U/L
2025-01-17,Anion Gap,28.0,mmol/L
2025-01-17,BUN,11.0,mg/dL
2025-01-17,BUN:Creatinine Ratio,22.0,nan
2025-01-17,Basophils (Absolute),0.0,10^3/uL
2025-01-17,Bilirubin (Conjugated),0.1,mg/dL
2025-01-17,Bilirubin (Unconjugated),0.0,mg/dL
2025-01-17,Calcium,9.6,mg/dL
2025-01-17,Chloride,105.0,mmol/L
2025-01-17,Cholesterol,267.0,mg/dL
2025-01-17,Creatine Kinase,383.0,U/L
2025-01-17,Creatinine,0.5,mg/dL
2025-01-17,Eosinophils (Absolute),0.000261,10^3/uL
2025-01-17,Fructosamine,473.0,umol/L
2025-01-17,GGT,56.0,U/L
2025-01-17,Globulin,3.1,g/dL
2025-01-17,Glucose,168.0,mg/dL
2025-01-17,Hematocrit,34.7,%
2025-01-17,Hemoglobin,12.0,g/dL
2025-01-17,Lipase,22.0,U/L
2025-01-17,Lymphocytes (Absolute),0.004263,10^3/uL
2025-01-17,MCH,26.1,pg
2025-01-17,MCHC,34.6,g/dL
2025-01-17,MCV,76.0,fL
2025-01-17,Monocytes (Absolute),0.000174,10^3/uL
2025-01-17,Na:K Ratio,30.0,nan
2025-01-17,Neutrophils (Absolute),0.0040019999999999995,10^3/uL
2025-01-17,Phosphorus,5.0,mg/dL
2025-01-17,Platelets,0.396,10^3/uL
2025-01-17,Potassium,4.8,mmol/L
2025-01-17,RBC,4.59,10^6/uL
2025-01-17,SDMA,0.006,mg/dL
2025-01-17,Sodium,144.0,mmol/L
2025-01-17,TCO2,16.0,mmol/L
2025-01-17,Total Protein,7.8,g/dL
2025-01-17,WBC,0.0087,10^3/uL
