date,test,result,units
2007-01-12,Cholesterol,169,mg/dL
2007-01-12,Calcium,8.5,mg/dL
2007-01-12,Phosphorus,5.4,mg/dl
2007-01-12,Sodium,149,mEq/L
2007-01-12,Potassium,4.0,mEq/L
2007-01-12,Chloride,117,mEq/L
2007-01-12,Albumin/Globulin Ratio,1.7,RATIO
2007-01-12,BUN/Creatinine Ratio,43,RATIO
2007-01-12,Globulin,2.1,g/dL
2007-01-12,Lipase,29,U/L
2007-01-12,Amylase,62,U/L
2007-01-12,Triglycerides,119,mg/dL
2007-01-12,CPK,110,U/L
2007-01-12,GGTP,38,U/L
2007-01-12,Magnesium,1.8,mEq/L
2007-01-12,Hemoglobin,12.9,g/dL
2007-01-12,Hematocrit,40.6,%
2007-01-12,WBC,6.6,10^3/μL
2007-01-12,RBC,5.38,10^6/μL
2007-01-12,MCV,75,fl
2007-01-12,MCH,24.0,pg
2007-01-12,MCHC,31.8,g/dl
2007-01-12,Platelet Count,453,10^3/μL
2007-01-12,Neutrophils (Absolute),2640,
2007-01-12,% Neutrophils,40,%
2007-01-12,Bands,0,
2007-01-12,Lymphocytes,3036,
2007-01-12,% Lymphocytes,46,%
2007-01-12,Monocytes,198,
2007-01-12,% Monocytes,3,%
2007-01-12,Eosinophils,726,
2007-01-12,% Eosinophils,11,%
2007-01-12,Basophils,0,
2007-01-12,Glucose,89,mg/dL
2007-01-12,Creatinine,0.7,mg/dl
2007-01-12,Total Protein,7.3,g/dl
2007-01-12,Albumin,4.4,g/dL
2007-01-12,Total Bilirubin,0.1,mg/dL
2007-01-12,Alkaline Phosphatase,192,U/L
2007-01-12,ALT (SGPT),32,U/L
2007-01-12,AST (SGOT),22,U/L
2007-01-12,Cholesterol,174,mg/dL
2007-01-12,Calcium,9.9,mg/dL
2007-01-12,Phosphorus,3.9,mg/dL
2007-01-12,Sodium,142,mEq/L
2007-01-12,Potassium,3.6,mEq/L
2007-01-12,Chloride,108,mEq/L
2007-01-12,Albumin/Globulin Ratio,1.5,
2007-01-12,BUN/Creatinine Ratio,33,
2007-01-12,Globulin,2.9,
2007-01-12,Lipase,4,
2007-01-12,Amylase,387,
2007-01-12,Triglycerides,101,
2007-01-12,CPK,304,
2007-01-12,GGTP,102,
2007-01-12,Magnesium,1.6,
2007-01-12,Hematocrit,40.0,%
2007-01-12,WBC,4.5,10^3/μL
2007-01-12,RBC,5.60,10^6/μL
2007-01-12,MCV,71,
2007-01-12,MCH,25.2,
2007-01-12,MCHC,35.3,
2007-01-12,Platelet Count,337,
2007-01-12,Neutrophils (Absolute),1485,
2007-01-12,% Neutrophils,33,%
2007-01-12,Bands,0,
2007-01-12,Lymphocytes,2835,
2007-01-12,% Lymphocytes,63,%
2007-01-12,Monocytes,135,
2007-01-12,% Monocytes,3,%
2007-01-12,Eosinophils,45,
2007-01-12,% Eosinophils,1,%
2007-01-12,Basophils,0,
2004-10-15,ALB,3.76,g/dl
2004-10-15,ALKP,55,U/L
2004-10-15,ALT,27,U/L
2004-10-15,AMYL,358,U/L
2004-10-15,BUN,17.5,mg/dl
2004-10-15,Ca,9.61,mg/dl
2004-10-15,CHOL,154.9,mg/dl
2004-10-15,CREA,0.83,mg/dl
2004-10-15,GLU,172.0,mg/dl
2004-10-15,PHOS,7.67,mg/dl
2004-10-15,TBIL,< 0.10,mg/dl
2004-10-15,TP,6.20,g/dl
2004-10-15,GLOB,2.44,g/dl
2004-10-15,Na,163.8,mmol/l
2004-10-15,K,4.02,mmol/l
2004-10-15,Cl,127.0,mmol/l
2004-10-15,WBC,10.2,10^3/ul
2004-10-15,LYMF (Absolute),4.1,10^3/ul
2004-10-15,GRAN (Absolute),5.2,10^3/ul
2004-10-15,MID (Absolute),0.9,10^3/ul
2004-10-15,LYMF (%),40.3,%
2004-10-15,GRAN (%),51.5,%
2004-10-15,MID (%),8.2,%
2004-10-15,HCT,42.9,%
2004-10-15,MCV,66.0,fl
2004-10-15,RBC,6.50,10^6/ul
2004-10-15,HGB,14.9,g/dl
2004-10-15,MCH,22.9,pg
2004-10-15,MCHC,34.8,g/dl
2004-10-15,RDW%,10.1,%
2004-10-15,MPV,10.0,fl
2004-10-15,PLT,238,10^3/ul
2004-10-15,T4-VET,2.7,ug/dL
2004-10-15,T3-A,57,ng/dL
2004-10-15,Free-T4,21,pmol/L
2003-12-06,Urine GLU,neg,
2003-12-06,Urine KET,neg,
2003-12-06,Urine PROT,neg,
2003-12-06,Urine BLD,neg,
2003-12-06,Urine pH,6-7,
2003-03-19,Urine GLU,neg,
2003-03-19,Urine KET,neg,
2003-03-19,Urine PROT,neg,
2003-03-19,Urine BLD,neg,
2003-03-19,Urine pH,5,
2003-07-02,Urine GLU,neg,
2003-07-02,Urine KET,neg,
2003-07-02,Urine PROT,neg,
2003-07-02,Urine BLD,neg,
2003-07-02,Urine pH,6,
2003-08-14,Urine GLU,neg,
2003-08-14,Urine KET,neg,
2003-08-14,Urine PROT,neg,
2003-08-14,Urine BLD,neg,
2003-08-14,Urine pH,7,
2004-03-07,Urine GLU,neg,
2004-03-07,Urine KET,neg,
2004-03-07,Urine PROT,neg,
2004-03-07,Urine BLD,neg,
2004-03-07,Urine pH,7,
2004-07-10,Urine GLU,neg,
2004-07-10,Urine KET,neg,
2004-07-10,Urine PROT,neg,
2004-07-10,Urine BLD,neg,
2004-07-10,Urine pH,7,
2004-11-19,Urine GLU,neg,
2004-11-19,Urine KET,neg,
2004-11-19,Urine PROT,neg,
2004-11-19,Urine BLD,neg,
2004-11-19,Urine pH,7,
2001-08-31,Urine GLU,neg,
2001-08-31,Urine KET,neg,
2001-08-31,Urine PROT,neg,
2001-08-31,Urine BLD,neg,
2001-08-31,Urine pH,7,
2001-12-05,Urine GLU,neg,
2001-12-05,Urine KET,neg,
2001-12-05,Urine PROT,neg,
2001-12-05,Urine BLD,neg,
2001-12-05,Urine pH,7,
2002-02-13,Urine GLU,neg,
2002-02-13,Urine KET,neg,
2002-02-13,Urine PROT,neg,
2002-02-13,Urine BLD,neg,
2002-02-13,Urine pH,6,
2002-05-14,Urine GLU,neg,
2002-05-14,Urine KET,neg,
2002-05-14,Urine PROT,neg,
2002-05-14,Urine BLD,neg,
2002-05-14,Urine pH,6,
2002-10-15,Urine GLU,trace,
2002-10-15,Urine KET,neg,
2002-10-15,Urine PROT,neg,
2002-10-15,Urine BLD,neg,
2002-10-15,Urine pH,7,
1995-03-22,GIARDIA, ELISA,NEG
1994-06-14,WBC,7.9,X 1000/ML
1994-06-14,HGB,14.0,G/DL
1994-06-14,MCV,67.6,FL
1994-06-14,MCHC,34.0,G/DL
1994-06-14,PLT.CT.,291,X 1000/ML
1994-06-14,RBC,6.07,X 1 MIL/ML
1994-06-14,HCT,41.1,%
1994-06-14,MCH,23.0,PG
1994-06-14,RDW,12.2,%
1994-06-14,MPV,10.7,FL
1994-06-14,% NEUTROPHILS,36,%
1994-06-14,% LYMPHS,57,%
1994-06-14,% MONOS,5,%
1994-06-14,% EOSINOPHILS,2,%
1994-06-14,% BASOPHILS,0,%
