date,test,result,units
2005-08-25,MCV,71.3,fl
2005-08-25,RBC,5.54,10^6/ul
2005-08-25,HGB,13.6,g/dl
2005-08-25,MCH,24.5,pg
2005-08-25,MCHC,34.4,g/dl
2005-08-25,RDW%,9.6,%
2005-08-25,MPV,14.0,fl
2005-08-25,PLT,325,10^3/ul
2005-06-10,WBC,16.3,10^3/ul
2005-06-10,LYMF (Absolute),5.2,10^3/ul
2005-06-10,GRAN (Absolute),9.7,10^3/ul
2005-06-10,MONO (Absolute),1.4,10^3/ul
2005-06-10,LYMF (%),31.9,%
2005-06-10,GRAN (%),59.6,%
2005-06-10,MONO (%),8.5,%
2005-06-10,HCT,48.8,%
2005-06-10,MCV,70.9,fl
2005-06-10,RBC,6.89,10^6/ul
2005-06-10,HGB,16.3,g/dl
2005-06-10,MCH,23.6,pg
2005-06-10,MCHC,33.4,g/dl
2005-06-10,RDW%,10.7,%
2005-06-10,MPV,11.8,fl
2005-06-10,PLT,275,10^3/ul
2001-08-08,FRUCTOSAMINE,281,MICROMOLES/L
1994-06-29,Calcium,9.8,mg/dL
1994-06-29,Phosphorus,8.4,mg/dL
1994-06-29,Sodium,144,mEq/L
1994-06-29,Potassium,3.9,mEq/L
1994-06-29,Chloride,107,mEq/L
1994-06-29,Cholesterol,149,mg/dL
1994-06-29,Triglycerides,43,mg/dL
1994-06-29,LDH,348,IU/L
1994-06-29,SGOT (AST),102,IU/L
1994-06-29,Bilirubin,0.3,mg/dL
1994-06-29,GGT,73,IU/L
1994-06-29,SGPT,50,IU/L
1994-06-29,Alkaline Phosphatase,1133,IU/L
1994-06-29,Total Protein,7.2,g/dL
1994-06-29,Globulin,2.9,g/dL
1994-06-29,Albumin,4.3,g/dL
1994-06-29,A/G Ratio,1.48,g/dL
1994-06-29,BUN,22,mg/dL
1994-06-29,Creatinine,0.7,mg/dL
1994-06-29,BUN/Creatinine Ratio,31,
1994-06-29,Uric Acid,2.4,mg/dL
1994-06-29,Glucose,26,mg/dL
1994-06-29,Amylase,220,U/L
1994-06-29,White Blood Count,4.6,X 10-3/mm-3
1994-06-29,Red Blood Count,5.68,X 10-6/mm-3
1994-06-29,Hemoglobin,13.8,g/dL
1994-06-29,Hematocrit,41.4,%
1994-06-29,MCV,73,U-3
1994-06-29,MCH,24.2,UUG
1994-06-29,MCHC,33.3,%
