date,test,result,units
2024-03-29,A:G Ratio,1.7,nan
2024-03-29,ALP,101.0,U/L
2024-03-29,ALT,52.0,U/L
2024-03-29,AST,42.0,U/L
2024-03-29,Albumin,4.7,g/dL
2024-03-29,Amylase,127.0,U/L
2024-03-29,Anion Gap,21.0,mmol/L
2024-03-29,BUN,19.0,mg/dL
2024-03-29,BUN:Creatinine Ratio,38.0,nan
2024-03-29,Basophils (Absolute),0.000102,10^3/uL
2024-03-29,Bilirubin (Conjugated),0.1,mg/dL
2024-03-29,Bilirubin (Unconjugated),0.0,mg/dL
2024-03-29,Calcium,10.8,mg/dL
2024-03-29,Chloride,115.0,mmol/L
2024-03-29,Cholesterol,211.0,mg/dL
2024-03-29,Creatine Kinase,2604.0,U/L
2024-03-29,Creatinine,0.5,mg/dL
2024-03-29,Eosinophils (Absolute),0.000408,10^3/uL
2024-03-29,GGT,65.0,U/L
2024-03-29,Globulin,2.7,g/dL
2024-03-29,Glucose,97.0,mg/dL
2024-03-29,Hematocrit,44.2,%
2024-03-29,Hemoglobin,15.7,g/dL
2024-03-29,Lipase,17.0,U/L
2024-03-29,Lymphocytes (Absolute),0.0030600000000000002,10^3/uL
2024-03-29,MCH,25.1,pg
2024-03-29,MCHC,35.5,g/dL
2024-03-29,MCV,71.0,fL
2024-03-29,Monocytes (Absolute),0.00051,10^3/uL
2024-03-29,Na:K Ratio,35.0,nan
2024-03-29,Neutrophils (Absolute),0.0061200000000000004,10^3/uL
2024-03-29,Phosphorus,3.3,mg/dL
2024-03-29,Platelets,0.441,10^3/uL
2024-03-29,Potassium,4.3,mmol/L
2024-03-29,RBC,6.26,10^6/uL
2024-03-29,SDMA,0.005,mg/dL
2024-03-29,Sodium,149.0,mmol/L
2024-03-29,TCO2,17.0,mmol/L
2024-03-29,Total Protein,7.4,g/dL
2024-03-29,WBC,0.010199999999999999,10^3/uL
